url,author_id,created_at,video_id
https://youtu.be/I-3D3pFNet8,852201867031523329,2017-04-24 11:59:59+00:00,I-3D3pFNet8
https://www.youtube.com/watch?v=5Vo0rkjLjmI&feature=youtu.be,92983128,2022-09-25 22:18:58+00:00,5Vo0rkjLjmI
https://www.youtube.com/watch?v=56EQ-0b5DSA&feature=youtu.be,1016734316930486272,2020-11-25 14:50:44+00:00,56EQ-0b5DSA
https://www.youtube.com/watch?v=i3aX3JUpxUA&feature=youtu.be,445724058,2022-03-12 12:48:09+00:00,i3aX3JUpxUA
https://www.youtube.com/watch?v=BLx0qPxNrvs&feature=youtu.be,2901222566,2015-12-04 16:36:26+00:00,BLx0qPxNrvs
https://www.youtube.com/watch?v=e2tb5iFdgN0&feature=youtu.be,1233688172342714368,2021-11-13 21:03:40+00:00,e2tb5iFdgN0
https://youtu.be/6c6kxs2Pp1g,918281159292997633,2018-02-04 04:52:47+00:00,6c6kxs2Pp1g
https://www.youtube.com/watch?v=l31UQ2h0EG0&feature=youtu.be,573442136,2022-09-11 18:13:46+00:00,l31UQ2h0EG0
http://youtu.be/0pVfJfOrHjg?a,20606415,2018-05-12 23:20:34+00:00,0pVfJfOrHjg
https://youtu.be/VVx-kUTukyA,2365607005,2016-02-06 02:09:07+00:00,VVx-kUTukyA
http://youtu.be/XNXcR4_tyxg?a,979822090932146177,2018-04-23 16:00:09+00:00,XNXcR4_tyxg
http://youtu.be/2vkO7r6aNSY?a,2249681030,2017-01-04 17:55:44+00:00,2vkO7r6aNSY
http://youtu.be/-iiAtLFkVps,789036990,2013-08-23 16:35:07+00:00,-iiAtLFkVps
https://www.youtube.com/watch?v=1wqvHJt0g9A&feature=youtu.be,1390835096018722816,2022-10-13 18:42:30+00:00,1wqvHJt0g9A
http://youtu.be/6fdgY9-9KZc?a,94927972,2013-07-24 20:19:07+00:00,6fdgY9-9KZc
https://www.youtube.com/shorts/505uQahvKvg?feature=share,1227579487,2022-09-24 20:54:26+00:00,505uQahvKvg
https://youtu.be/ak-Jm_DczXg,244226147,2021-02-14 02:30:52+00:00,ak-Jm_DczXg
